scooter_id,scooter_make,scooter_model,purchased_date,comissioned_date,last_serviced_date,last_serviced_engineer_id
19872501-5770-4347-ac1b-11adc5fcfad4,Motoflyer,Aerobike 2.1,2021-05-08,2021-05-26,2023-11-04,5022
cd0f373b-1d2e-4fad-a550-844ed5a31779,Condor,SL2,2021-12-20,2022-01-19,2023-11-16,5051
1ce51c09-b6cd-4ecf-88d7-d251fec79e97,Scoots Magoots,Magooter A1V,2022-01-02,2022-01-23,2023-10-27,5020
a2817978-4126-4c62-8712-018dfde231e1,Lemon,Drop 1000,2021-11-11,2022-01-03,2023-10-04,5001
29529623-a811-4381-9887-def801c47907,Scoots Magoots,Magooter A1X,2020-11-03,2020-11-30,2023-10-07,5035
0d8c8c73-d8f3-4d59-b867-556f696faa4e,Scoots Magoots,Magooter 5000,2020-05-28,2020-07-24,2023-11-18,5021
12ae7ce0-bcea-4149-a5db-375a5f838ad5,Condor,SL3,2020-05-20,2020-06-14,2023-09-28,5025
618c59b5-10ee-464e-a372-58948d3fe29a,Condor,SL4,2021-10-14,2021-11-30,2023-11-04,5017
6ee6af55-04cf-4c0b-b580-3e98621034b0,Scoots Magoots,Magooter A1X,2021-09-09,2021-10-11,2023-09-20,5029
97bc180a-7fbe-4a22-be58-7720e78d43f1,Condor,SL2,2021-07-08,2021-07-21,2023-09-25,5023
e842342a-5d85-49a9-9a75-f5e11f19c7ba,Scoots Magoots,Magooter A1X,2021-08-14,2021-08-31,2023-09-22,5029
c3fc4d62-6c69-4858-9c10-4ce735bd5256,Motoflyer,Aerobike 2.1,2021-06-24,2021-08-04,2023-09-18,5005
331445f6-2b9a-425e-826d-1947cfed024e,Scoots Magoots,Magooter A1X,2020-11-22,2021-01-17,2023-11-13,5034
d45ebf5a-489a-4a63-a923-b31c279ac20f,Motoflyer,Aerobike 2.1,2020-02-07,2020-04-05,2023-09-04,5006
e3570751-66a7-47d1-8e98-9faa7171d6ad,Lemon,Drop 1000,2020-04-22,2020-06-11,2023-09-19,5015
39fdb5f9-efbc-4f4e-bb35-4119fd611af1,Condor,SL3,2021-01-05,2021-02-10,2023-10-05,5012
ff15778b-e3e3-4f30-af92-de03dc399bb2,Condor,SL2,2021-08-07,2021-08-24,2023-10-30,5045
f73ca785-3e14-4b59-a3a0-b2d9b7573a7f,Scoots Magoots,Magooter 5000,2020-04-29,2020-05-21,2023-09-16,5049
68f309d5-8053-4642-9e8d-5c18c07a635f,Scoots Magoots,Magooter A1V,2021-04-30,2021-05-16,2023-10-11,5012
95f0e1a3-9fce-489c-8e4b-9a366d0bd08d,Motoflyer,Aerobike 2.1,2020-04-14,2020-05-31,2023-09-25,5042
39364fe4-7072-45e3-97d6-4005a188666f,Condor,SL3,2020-10-22,2020-12-05,2023-10-15,5028
69f9dfe0-ae41-425e-9b38-9a15a95c028e,Condor,SL4,2020-10-25,2020-12-22,2023-09-12,5038
12007266-68a3-470a-9ea1-994f7146dd47,Condor,SL2,2021-03-26,2021-05-06,2023-10-22,5002
9c311ff9-d857-4014-9335-81e0cc3314e0,Condor,SL3,2020-09-16,2020-09-25,2023-11-08,5016
4f7f9777-bf84-4249-96c7-51e366be034e,Condor,SL4,2021-05-05,2021-06-22,2023-10-18,5003
c050f46f-2dfe-4623-a24c-883800136465,Condor,SL3,2021-12-15,2022-01-31,2023-08-18,5021
8f1a618b-e4fa-40ca-a3e4-7e21d09d0f44,Condor,SL2,2021-10-25,2021-11-14,2023-11-18,5004
9f0ddf21-8cfd-45fa-98a3-34ef979765c0,Condor,SL2,2020-05-19,2020-07-01,2023-09-04,5018
7ff87c0d-6317-4186-9469-5b52e120896e,Scoots Magoots,Magooter A1X,2021-12-18,2021-12-30,2023-08-19,5050
c2504b1e-9b34-441a-9ac7-1877b916f4c5,Motoflyer,Aerobike 2,2021-05-26,2021-06-15,2023-11-12,5033
2b1864e1-781a-453f-894a-909d395b6bd2,Lemon,Pie 2000,2020-10-27,2020-11-30,2023-09-12,5046
28b6772a-50b8-4a15-8fec-07c3412e4523,Lemon,Drop 1000,2020-03-11,2020-04-15,2023-11-23,5039
c16f4455-2fb3-41f7-b688-e3b55e9a85f3,Lemon,Pie 2000,2021-04-20,2021-06-09,2023-09-21,5032
68d844b6-e562-4651-9dea-217f160a633b,Motoflyer,Aerobike 2.1,2020-03-07,2020-04-15,2023-08-21,5050
301e52fa-92ab-4daf-b084-496a619f2872,Condor,SL4,2021-03-26,2021-04-17,2023-10-27,5041
f504b6ac-1f9a-4ca2-b00c-b7dbe5a0b0ae,Scoots Magoots,Magooter A1V,2021-09-09,2021-10-23,2023-10-28,5025
ba1405fc-a354-466a-92d7-4c76b5f36281,Motoflyer,Aerobike 2.1,2020-09-20,2020-11-17,2023-11-09,5003
a86ff3d1-c79f-4b16-8677-7626fce5bd28,Condor,SL2,2020-12-14,2021-01-15,2023-11-13,5037
dd2954f7-d290-4072-a817-26ecf723923a,Condor,SL3,2020-07-04,2020-08-19,2023-11-23,5031
57fd0532-2410-496d-887e-1e187b22ca88,Condor,SL4,2020-12-24,2021-01-11,2023-09-11,5026
ab505ae3-043c-4ccb-8ee4-19e1b42b2f9b,Condor,SL2,2021-04-19,2021-05-06,2023-08-18,5016
14ede679-4422-4cbf-926c-dec2442cb024,Motoflyer,Aerobike 2.1,2020-04-28,2020-06-21,2023-10-17,5012
1e1edb02-d80c-44cd-8fa8-892d3ed96fc0,Lemon,Drop 1000,2021-05-15,2021-07-14,2023-08-30,5007
56c08f0e-d9e6-49ec-b3f8-9ad4cf6246c6,Condor,SL4,2020-11-04,2020-11-30,2023-08-13,5017
a358cc50-3f9f-441e-9904-8a98a5fef524,Lemon,Drop 1000,2021-03-08,2021-04-24,2023-11-08,5020
d0c895e3-72ab-467d-bbd2-f69118dee234,Scoots Magoots,Magooter A1V,2021-05-16,2021-07-14,2023-08-29,5019
14e93884-d300-4298-95d0-325781f7019a,Scoots Magoots,Magooter A1X,2021-07-28,2021-09-04,2023-11-19,5019
2e2760bd-3f32-40f8-aa87-0e68b2d48ea1,Motoflyer,Aerobike 2.1,2021-07-11,2021-08-02,2023-10-22,5040
6908bc7e-da7b-431c-93a2-4a58663ffd75,Scoots Magoots,Magooter 5000,2021-09-22,2021-10-29,2023-10-05,5044
859ba0c6-37a1-4e39-a0f5-0837e735a490,Condor,SL4,2021-06-29,2021-07-12,2023-11-08,5006
8c465aeb-2a0b-42d6-b43b-2c9cd0917fb0,Condor,SL4,2020-06-30,2020-07-19,2023-09-02,5035
da470117-1e88-4b66-ba01-eafe78bbbb1f,Scoots Magoots,Magooter 5000,2021-02-19,2021-03-21,2023-08-10,5045
b9a0bd76-a603-48cb-9ccb-75263b1e5005,Lemon,Drop 1000,2020-10-07,2020-10-22,2023-09-24,5005
217c64c8-ac21-43a3-873d-7b62ea3ef96d,Condor,SL4,2021-10-05,2021-11-13,2023-11-16,5018
b0a6c6b5-2de0-4f28-8425-27dfa1f41d2b,Scoots Magoots,Magooter A1V,2021-02-02,2021-03-05,2023-10-19,5016
f4d33a41-ab51-44e7-8262-11d5445eef2c,Scoots Magoots,Magooter A1X,2020-09-07,2020-09-12,2023-08-27,5004
6c846884-81ef-4529-8d2d-c62dfcb96d3e,Scoots Magoots,Magooter A1V,2021-01-08,2021-03-06,2023-09-10,5012
3965082a-e73c-41f8-b75b-688a86fa86d8,Condor,SL4,2021-11-08,2021-12-31,2023-08-21,5013
22dcdd11-cc3b-41d6-9f1b-6c3bc1ca07f6,Lemon,Pie 2000,2020-05-07,2020-06-17,2023-10-05,5046
28223c13-5fd3-4201-a19a-dd6046bb06a1,Condor,SL4,2020-03-18,2020-05-01,2023-09-17,5049
742c5b8c-1a8e-421a-a0d0-388aaa6505ca,Lemon,Pie 2000,2020-11-14,2020-12-12,2023-08-29,5018
7e00cd77-551c-4dfd-ad52-2285ec5926b9,Motoflyer,Aerobike 2.1,2021-12-10,2022-01-19,2023-09-22,5005
778a3b9e-49be-4eac-8314-0bf357d9214f,Scoots Magoots,Magooter A1X,2021-01-19,2021-02-26,2023-08-31,5004
27f06ae0-a451-420d-bb7a-f6acc63a065a,Condor,SL2,2021-07-04,2021-08-26,2023-10-16,5028
c96b3e55-1e20-4279-bd59-c9ecccc402ec,Lemon,Pie 2000,2020-11-12,2020-12-15,2023-08-02,5034
199d9fac-6ee4-4310-8a60-9666a420fe6f,Condor,SL4,2021-02-28,2021-03-09,2023-08-29,5013
66186f1a-2a64-49ee-a601-c41fe510c77c,Condor,SL3,2021-11-05,2021-12-04,2023-09-01,5025
2f039670-f117-41cd-9b83-59cf3349089f,Condor,SL4,2020-10-13,2020-10-31,2023-09-26,5028
65ed050e-dc80-4593-8323-874bd1e16a66,Lemon,Pie 2000,2020-11-22,2021-01-14,2023-08-08,5029
55f1bd78-5749-47b7-8e8f-46c32e7fd94a,Scoots Magoots,Magooter A1V,2021-11-01,2021-11-12,2023-10-28,5005
73286a02-9c33-4a22-8671-866b30ac45ee,Condor,SL4,2021-05-28,2021-06-27,2023-11-10,5032
a1c40519-9e3c-48ea-b2e1-7aba8bf94fa1,Motoflyer,Aerobike 2.1,2021-04-21,2021-06-09,2023-09-07,5039
b7f03e65-90fc-45ab-8c66-a3710c7be999,Condor,SL2,2020-04-14,2020-05-20,2023-10-20,5001
a5ce07bd-aac4-4b9f-80bf-fe47dfbe3a07,Scoots Magoots,Magooter A1X,2020-01-05,2020-01-27,2023-10-26,5046
3072215f-3cd6-41d8-9d8d-6c5876858870,Condor,SL4,2021-08-20,2021-10-08,2023-10-01,5050
e3705783-d8c3-4088-822f-9f2cf4a792d1,Scoots Magoots,Magooter A1V,2021-11-04,2021-12-31,2023-11-15,5018
c6479acb-7824-42d5-b965-654d53220071,Condor,SL3,2020-02-21,2020-03-26,2023-11-09,5002
0fc2335b-89b8-4c84-b6b2-97a3eaad332d,Scoots Magoots,Magooter A1X,2020-07-23,2020-08-21,2023-11-09,5035
8729fa6d-d28a-425e-9d98-568ba0130447,Lemon,Drop 1000,2021-09-10,2021-11-09,2023-11-09,5039
a3da1a56-97a9-4258-89de-0bea71470474,Motoflyer,Aerobike 2.1,2021-09-10,2021-10-06,2023-10-10,5028
6e700b00-c757-473d-abf6-3960eb305d5f,Motoflyer,Aerobike 2.1,2021-05-19,2021-06-29,2023-08-07,5012
85161f4c-f97b-4f67-88f2-465e023a9c0b,Condor,SL3,2021-11-28,2021-12-09,2023-09-01,5038
29cc6510-8c7a-450b-bdab-689815ac6f02,Scoots Magoots,Magooter A1X,2022-01-14,2022-02-01,2023-09-20,5005
df32ecf5-9334-4874-803f-115e0d855393,Scoots Magoots,Magooter A1V,2020-02-23,2020-03-18,2023-10-21,5037
a507c915-39c6-4a70-8d03-c2acd3cf43c5,Motoflyer,Aerobike 2,2021-11-16,2021-11-26,2023-09-18,5007
1655cf59-4ccb-46cf-b4f2-3b214d8e6101,Motoflyer,Aerobike 2.1,2021-07-28,2021-09-24,2023-08-24,5030
1c96fe42-2c51-4008-8a9e-d3f450ae1742,Condor,SL2,2021-07-12,2021-07-29,2023-09-09,5015
3e6a7ff6-57e0-48d6-a56a-04b9bbbbd0cc,Condor,SL3,2020-12-20,2021-01-16,2023-08-30,5044
54e31b3f-8d22-4cd6-9347-309dc18cb0d2,Motoflyer,Aerobike 2.1,2020-08-02,2020-09-25,2023-09-01,5007
2c277310-9325-43b2-af66-0e3c2b03fa03,Condor,SL4,2020-02-07,2020-03-14,2023-10-19,5010
ef2cfe6b-0c33-4dc5-86c4-343b426f293c,Lemon,Pie 2000,2020-03-27,2020-04-08,2023-09-15,5016
9ef40e43-e930-4dd9-b8eb-869e76eaa8b1,Motoflyer,Aerobike 2,2021-08-27,2021-10-10,2023-10-23,5001
5a864bd9-54bc-4367-931b-1a3ae9127c5e,Scoots Magoots,Magooter 5000,2021-11-20,2022-01-03,2023-11-21,5045
f81bab94-bc4e-4a63-8aaf-ff8d50cb4461,Lemon,Drop 1000,2022-01-02,2022-02-04,2023-08-04,5021
68e29b7a-198a-4aaa-a33a-f3ea31e5424d,Condor,SL3,2020-12-04,2020-12-10,2023-09-26,5012
85ab5818-3654-480c-844d-0c106d21d747,Scoots Magoots,Magooter A1X,2021-06-13,2021-08-02,2023-09-30,5004
69468539-fdb7-4217-b5f4-ad2fad3886fa,Scoots Magoots,Magooter A1V,2021-08-24,2021-10-18,2023-09-28,5032
4153f520-a01e-48bb-beeb-6490c94dd1ea,Motoflyer,Aerobike 2,2021-07-19,2021-08-18,2023-08-22,5007
59662f06-9730-43df-9ef8-e4ec3cbff8d0,Lemon,Pie 2000,2021-03-10,2021-05-06,2023-11-08,5046
718184c1-3ee6-4f8f-8fe7-7fd2f6189b5b,Lemon,Drop 1000,2021-10-11,2021-11-21,2023-08-27,5026
9fecb751-8f96-4faf-afb7-ec7ac5a71a4f,Scoots Magoots,Magooter A1V,2020-01-08,2020-01-27,2023-11-19,5037
2999287a-3e04-4ee9-827e-a7a8a9fd209e,Condor,SL2,2020-04-03,2020-05-09,2023-11-08,5035
c0d43e86-da2c-4d2a-87bc-4fff838b2e73,Condor,SL4,2020-01-05,2020-01-10,2023-09-24,5028
d9c03f9f-3050-4111-b6f7-11459e798f3d,Motoflyer,Aerobike 2,2021-05-03,2021-06-05,2023-08-16,5024
8e6bbdc5-69c9-4e63-9bef-644e1d7da4ca,Motoflyer,Aerobike 2,2020-06-23,2020-08-10,2023-08-08,5001
0cc0ffb3-d6bd-402f-a138-37d4ff9d9696,Lemon,Drop 1000,2021-02-18,2021-03-07,2023-09-10,5044
3e57a252-e189-4d2a-8353-81f6a43caec1,Lemon,Pie 2000,2020-07-13,2020-08-13,2023-08-19,5003
95638c43-706b-487c-853a-5e9cf04b541d,Scoots Magoots,Magooter A1X,2020-11-13,2021-01-09,2023-08-27,5019
a898de3d-af08-4802-8c06-52d13d79d7e9,Motoflyer,Aerobike 2,2021-08-19,2021-09-19,2023-11-14,5002
ea732b4a-89dd-40d9-83c9-adca78b49126,Scoots Magoots,Magooter A1V,2021-01-09,2021-01-27,2023-09-11,5037
9acd734e-b687-4020-aa6a-f77483a91707,Motoflyer,Aerobike 2.1,2020-02-27,2020-04-12,2023-08-14,5007
be9c593b-9c59-475c-adfe-faa52da35d23,Scoots Magoots,Magooter 5000,2020-09-15,2020-10-18,2023-09-29,5023
b9207883-e712-47ae-a47b-34f7c3705a95,Lemon,Pie 2000,2021-10-19,2021-10-30,2023-11-22,5023
790a97d9-8545-4ebd-8947-dfdeeacfa230,Motoflyer,Aerobike 2,2020-08-04,2020-09-24,2023-08-29,5034
b8de4b18-eb1d-470a-8bc4-3ce5d750dfb7,Scoots Magoots,Magooter A1V,2021-07-02,2021-08-10,2023-09-15,5045
9dcae1a6-be9d-4837-b15a-ff7242b8d655,Motoflyer,Aerobike 2,2020-07-09,2020-07-26,2023-08-03,5044
eccff571-f54a-4248-83b6-8dcf56bc05c8,Lemon,Drop 1000,2021-03-16,2021-03-29,2023-08-28,5005
c88dfb28-2b5e-4819-be54-ca1561b85748,Condor,SL4,2021-07-02,2021-07-27,2023-08-21,5016
24562eba-cdbe-4087-92d3-5e2ab993140b,Condor,SL4,2020-11-23,2021-01-15,2023-11-03,5001
e0b6852c-51c7-420d-a58b-d95b81d007b0,Lemon,Drop 1000,2020-05-05,2020-06-15,2023-10-17,5027
e539b120-f848-42ae-bb11-5b0df1e102aa,Scoots Magoots,Magooter A1V,2020-03-24,2020-05-14,2023-08-22,5050
fb953721-4577-43e2-8859-0222c4b6f907,Scoots Magoots,Magooter A1V,2020-09-11,2020-11-06,2023-09-22,5018
12ccdddc-9f6f-4b4b-9eaa-1dcb3b12bdfb,Motoflyer,Aerobike 2,2020-11-04,2020-12-26,2023-08-17,5033
e7a5599b-8fc1-4527-b9e1-9dfa782feeee,Condor,SL3,2020-10-18,2020-11-14,2023-09-17,5010
c1b2caa1-1514-4c8c-a28f-032d0b0333d2,Condor,SL2,2020-04-24,2020-05-07,2023-10-06,5013
7e5da0fd-1fc2-456e-8609-4a8c1518ecd6,Condor,SL2,2020-07-24,2020-08-14,2023-08-10,5016
0c151538-f950-4a20-97c6-3ebc0557476a,Lemon,Pie 2000,2021-11-18,2021-11-28,2023-10-20,5003
be33821c-43f4-4d9a-907a-0ff9b3a3ab81,Scoots Magoots,Magooter A1V,2021-06-24,2021-08-01,2023-11-16,5004
fae8750a-64cf-43e0-af9e-bd7706fff943,Condor,SL4,2021-02-04,2021-03-08,2023-11-13,5013
ebd019c9-1dba-4865-8e5b-da488eed5525,Scoots Magoots,Magooter A1V,2020-07-12,2020-08-01,2023-09-11,5043
d534807c-25b0-4577-b0f8-3dff60cbec9d,Motoflyer,Aerobike 2.1,2020-07-13,2020-08-30,2023-08-23,5024
ff2f0c79-80dd-4f7f-ac24-16dcfb5a9c53,Condor,SL4,2020-07-10,2020-08-26,2023-08-20,5045
a703121d-f388-4915-9bdf-58256d874fc2,Condor,SL3,2021-11-12,2021-12-10,2023-11-23,5002
8b82e170-a434-4041-b37a-4c8fd6ff966b,Scoots Magoots,Magooter A1X,2021-05-12,2021-05-31,2023-11-23,5027
c4a1915c-163d-49d9-ad31-dc1f7d8b499f,Scoots Magoots,Magooter A1V,2021-03-03,2021-04-02,2023-10-06,5041
6715cd89-d807-4b4c-9619-e5c31b37be21,Scoots Magoots,Magooter 5000,2020-08-18,2020-08-27,2023-08-15,5020
a9a34693-70e7-44dd-b7b5-bda201507188,Lemon,Pie 2000,2020-05-19,2020-06-13,2023-10-01,5049
7bbe0d4d-3b4b-46d6-a45b-1be7f4f561d2,Condor,SL4,2021-04-01,2021-04-16,2023-08-19,5009
fc30657c-1eb8-4fda-bb1d-97a0b2ee1992,Motoflyer,Aerobike 2.1,2021-11-04,2021-12-11,2023-09-20,5051
0477238b-1c54-4bc0-8243-9a1dbbbcbab2,Condor,SL3,2021-03-22,2021-04-04,2023-11-05,5041
350d7bb9-e3a8-4be8-9de4-5cb7188cb973,Motoflyer,Aerobike 2.1,2020-12-20,2021-02-07,2023-08-08,5032
ce5bbb74-2d0e-4b8e-b0fb-08f6db753c21,Condor,SL2,2020-11-01,2020-12-05,2023-10-28,5024
f0a3fa59-7d68-4a13-8c73-46ea7031c7fa,Scoots Magoots,Magooter 5000,2020-01-26,2020-03-08,2023-09-22,5046
95cd5eed-d9fc-4a25-b306-06fd610e4781,Scoots Magoots,Magooter 5000,2020-11-10,2020-12-08,2023-08-13,5026
000bd75c-c84b-452b-9215-ce41bf496f7e,Scoots Magoots,Magooter A1V,2022-01-15,2022-02-05,2023-10-21,5042
d25c8a16-aeaf-455e-b41a-5dcc63bb6db4,Scoots Magoots,Magooter 5000,2021-12-11,2021-12-26,2023-09-21,5044
d42a1214-4a6a-4396-92c3-19460b45fbfa,Condor,SL2,2020-08-07,2020-10-03,2023-11-19,5014
8f719e25-d7c9-44bc-9aa0-a2235e4472e1,Condor,SL4,2021-05-31,2021-06-24,2023-08-09,5041
e72d67a2-16c3-40d0-ba55-941bc6ae1231,Condor,SL4,2021-08-21,2021-09-21,2023-09-24,5045
106d325c-58bc-433b-bda0-b16c8adcff19,Condor,SL3,2021-04-03,2021-04-25,2023-11-23,5031
6eb2ee7a-039f-4e5e-8e16-a6242c66a5f4,Lemon,Drop 1000,2020-10-08,2020-12-07,2023-10-12,5022
b773e687-3930-4e17-aefe-6ae49ced281e,Lemon,Pie 2000,2021-10-26,2021-12-21,2023-10-13,5009
09e92bae-93aa-438b-b6c0-b4170f27fcb2,Motoflyer,Aerobike 2,2021-06-03,2021-06-18,2023-09-22,5030
0874452b-950b-419c-811e-13e0fadb0c33,Motoflyer,Aerobike 2,2020-05-11,2020-06-23,2023-09-16,5019
c0667df5-cc48-4039-95d0-90fec87d9721,Motoflyer,Aerobike 2,2020-10-06,2020-11-21,2023-10-21,5028
f1439c8d-7b60-430f-8475-b0a0a3e98069,Condor,SL4,2021-05-12,2021-06-14,2023-11-07,5002
fc802d5d-a1d0-4ce3-af16-0bbda52031c7,Motoflyer,Aerobike 2.1,2020-08-13,2020-09-06,2023-08-29,5042
299c2c19-5f4a-41f9-a050-a7692206894d,Condor,SL2,2021-05-29,2021-07-06,2023-08-15,5039
d1ebef6e-df44-4774-92a1-557bae395d4b,Condor,SL3,2021-10-23,2021-11-01,2023-09-23,5012
3d98e59c-a535-4200-92f1-e9b65f5c0916,Condor,SL4,2021-04-11,2021-05-18,2023-08-13,5019
f42f0408-15e6-4e9b-931a-c7a1cb54a410,Scoots Magoots,Magooter A1V,2021-09-22,2021-11-08,2023-10-30,5049
87856453-6ee5-4c68-a497-2265307035c6,Motoflyer,Aerobike 2.1,2021-07-11,2021-09-03,2023-10-25,5005
2be2cc23-9e74-409f-b0f3-939ab6081432,Condor,SL3,2020-05-31,2020-07-27,2023-09-06,5038
4b883ec0-8d91-4181-9540-ef952eba0d1f,Motoflyer,Aerobike 2.1,2021-12-18,2022-02-07,2023-10-05,5008
728794a9-3475-4966-8b83-6324d3efcdf0,Scoots Magoots,Magooter A1X,2021-06-07,2021-07-22,2023-08-09,5026
fad20d52-7bb0-469b-ba9e-d9d66f326429,Condor,SL4,2021-06-24,2021-07-12,2023-10-19,5012
04e91018-7ff0-4dc7-b032-580e60b52b0b,Condor,SL2,2021-03-21,2021-03-29,2023-10-11,5040
f5ce4593-67f5-4d9e-b9a6-be17bd182c17,Condor,SL3,2020-03-13,2020-04-01,2023-09-20,5031
c0fa1c0b-a9a0-47fd-a749-62a2e31ad934,Condor,SL2,2021-06-10,2021-07-20,2023-11-04,5002
5f2b0585-96a4-4838-80ce-54da84f15782,Lemon,Drop 1000,2020-11-11,2020-12-09,2023-08-17,5014
3762e2a6-fb4f-4009-ba97-517cb8421917,Lemon,Drop 1000,2021-03-31,2021-04-19,2023-08-02,5044
e051d4f5-883b-4be2-a293-b7a311feba26,Scoots Magoots,Magooter A1X,2020-04-27,2020-05-12,2023-10-03,5045
8d0451cc-6ca6-41fa-8d8d-8a5ae3540983,Scoots Magoots,Magooter A1X,2020-12-14,2020-12-21,2023-10-17,5008
1302f014-9756-4f19-ab6a-59ef56f520b6,Scoots Magoots,Magooter 5000,2020-10-22,2020-12-02,2023-09-11,5005
294cfe33-6d7f-4e2a-beca-ae1e505f2833,Scoots Magoots,Magooter A1X,2021-02-22,2021-02-28,2023-08-13,5013
b0e35319-0a09-4e52-8b6f-b8a9cecfa6db,Scoots Magoots,Magooter 5000,2021-12-28,2022-01-13,2023-09-04,5001
205f2a41-c8cb-4a1d-a045-2836f90f48ab,Condor,SL4,2020-03-16,2020-04-10,2023-10-14,5027
b5216585-1ae4-46ac-a086-ad630f576411,Scoots Magoots,Magooter A1X,2021-04-03,2021-05-05,2023-10-21,5020
c0af69fa-9ce6-41f6-bc3a-d93a533409cf,Motoflyer,Aerobike 2,2020-10-02,2020-10-22,2023-10-26,5029
156929f4-8c89-446a-b62a-3934e502f65f,Lemon,Drop 1000,2021-09-15,2021-10-17,2023-10-11,5046
37063ea2-e8db-447f-bf40-460aae8bf5b9,Scoots Magoots,Magooter 5000,2020-04-22,2020-05-21,2023-09-02,5031
3a0479a2-ba11-48f3-a4ef-e96e5fd65220,Scoots Magoots,Magooter A1V,2021-01-12,2021-02-08,2023-08-13,5034
25897d5e-39f0-4f68-8c0f-134acde69e83,Lemon,Drop 1000,2020-02-06,2020-03-09,2023-10-05,5001
616e3c9e-beb7-4f1b-8ae1-882cab4320e0,Scoots Magoots,Magooter A1X,2021-01-23,2021-03-03,2023-09-20,5029
e2b1fc89-8981-4fc8-a66e-604252e99b5b,Motoflyer,Aerobike 2.1,2021-02-03,2021-03-01,2023-08-16,5004
3d7553bd-42cf-4c2a-b908-267bd78ab878,Lemon,Drop 1000,2020-11-16,2020-12-10,2023-10-30,5016
9048f403-25bf-4187-ac33-e81d03830d81,Lemon,Pie 2000,2020-09-29,2020-11-08,2023-11-07,5040
f534fc0e-185a-480e-af5f-f3ccb5c3593d,Scoots Magoots,Magooter A1X,2020-02-14,2020-03-27,2023-11-20,5049
1ac3aa95-6503-43ae-8531-6b986760fc78,Lemon,Pie 2000,2021-12-02,2022-01-17,2023-09-06,5003
00588da9-5e86-4a90-9b56-a68847f8c571,Lemon,Drop 1000,2020-12-05,2020-12-31,2023-11-06,5049
30ec34d9-7562-40cd-b8ef-cd5c829a937c,Scoots Magoots,Magooter A1V,2020-08-10,2020-09-08,2023-10-19,5028
8e9dd0e1-b7b5-4c0b-b8a0-f1336f503977,Scoots Magoots,Magooter 5000,2021-08-27,2021-10-12,2023-11-01,5015
9da6cfb4-b782-4a74-8545-b8e6bd85c62e,Scoots Magoots,Magooter A1V,2020-03-24,2020-04-18,2023-10-25,5041
b7dbaeb5-371a-4500-970d-9a02c462f1cb,Lemon,Drop 1000,2020-01-07,2020-02-10,2023-08-02,5016
47d726ac-a631-47ef-9e3e-89f8ad8eda75,Condor,SL2,2020-08-12,2020-08-18,2023-11-08,5048
2ceede35-2cdf-4e26-a96f-44a38d4ba8c3,Condor,SL2,2021-07-16,2021-08-23,2023-11-18,5029
ef58a162-191a-436c-8b43-f3545fe3fe6e,Condor,SL4,2020-05-13,2020-06-25,2023-08-19,5032
082d2d11-00e7-4d4c-9502-c6d1225c2fae,Lemon,Drop 1000,2020-09-02,2020-09-22,2023-08-29,5004
e4b30cc3-e610-4804-bf46-3845f42d59ba,Scoots Magoots,Magooter A1X,2020-11-18,2020-11-28,2023-09-24,5025
fca9c675-7ae4-4eb7-b01f-2e6f299aa420,Condor,SL4,2021-06-21,2021-07-13,2023-10-15,5009
ed46957b-9e0f-414b-a0f6-a93cd5230f89,Motoflyer,Aerobike 2.1,2020-05-18,2020-06-23,2023-11-18,5050
0f4b8f40-8e01-44d7-888c-74a4b27c736e,Scoots Magoots,Magooter 5000,2021-08-23,2021-08-29,2023-10-03,5009
11e3a604-c881-4aba-a0a7-c9a35308c462,Motoflyer,Aerobike 2,2021-10-26,2021-11-16,2023-09-13,5009
d39c5512-a1cd-4d2c-8dd3-6802770b30ae,Scoots Magoots,Magooter 5000,2020-01-05,2020-02-21,2023-08-13,5034
aca074c2-7e9e-445b-ae31-9345cdc7f742,Scoots Magoots,Magooter 5000,2021-10-01,2021-11-16,2023-10-04,5027
e9548fac-c800-49c6-8949-bbf4aaa3cbde,Scoots Magoots,Magooter A1V,2020-10-01,2020-10-31,2023-09-19,5007
6b59d832-8045-4f28-9498-809cc15020fa,Motoflyer,Aerobike 2,2021-05-22,2021-07-05,2023-11-18,5023
4c378db1-bfa8-4c4c-ac24-2e96094db7fd,Lemon,Pie 2000,2020-08-06,2020-10-02,2023-11-02,5051
2cf606c3-75df-42c5-94c1-362f07160440,Lemon,Drop 1000,2021-05-03,2021-06-14,2023-10-09,5050
197a76a5-3e1e-470e-95ca-47c1fe70620e,Scoots Magoots,Magooter A1X,2021-07-18,2021-08-24,2023-11-21,5025
3ba835c8-2b81-4e6f-aa0b-8c2c58572702,Motoflyer,Aerobike 2.1,2021-03-31,2021-05-26,2023-08-19,5037
7bd73261-8384-40ea-9bce-3ccda695932c,Condor,SL4,2020-03-12,2020-05-10,2023-08-22,5018
195398ad-a626-4732-8b64-8f4a446ae109,Motoflyer,Aerobike 2,2020-03-01,2020-04-29,2023-11-06,5037
81bdba77-97e4-4617-b86c-9374f5de69cd,Scoots Magoots,Magooter 5000,2021-12-20,2022-01-31,2023-08-11,5044
a697343d-0439-46af-85e9-11907a40e50c,Lemon,Drop 1000,2020-02-07,2020-03-13,2023-09-27,5029
b61e9e69-fdb7-4c10-86ea-585b47c63a14,Condor,SL3,2020-01-03,2020-01-14,2023-08-06,5033
3f15079d-6a77-4562-8722-0680e3ecefb1,Motoflyer,Aerobike 2.1,2020-08-30,2020-10-13,2023-10-04,5034
